"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COL5A2",2.14267167609151,9.32809365714872,8.25419786479787,1.01752835982368e-15,1.58350535064476e-14,24.8207908234884
"NEBL",2.05057319161688,8.6320404453453,8.2441793103954,1.09688159799226e-15,1.70451411667641e-14,24.7469871611143
"MND1",1.72126930639641,5.68095611803931,8.2433094048486,1.10405347827007e-15,1.71441211265964e-14,24.7405821746993
"WDR43",1.10645246295611,7.71445033684615,8.23822021746387,1.14694850324987e-15,1.77457267696887e-14,24.70312195168
"OLFML2B",1.92949103036368,6.79111328952821,8.23018696592813,1.21803029884339e-15,1.87639894703582e-14,24.6440284724528
"EDNRA",2.07504648834583,5.39752370475897,8.22549766308933,1.26151633580963e-15,1.93780154904704e-14,24.6095545421241
"NUP160",1.06356966820578,6.84091984620513,8.22269280993367,1.28825612860207e-15,1.97745464797705e-14,24.5889417886131
"CKS1B",1.02996298016738,9.49644800375214,8.20745403543496,1.44361606016437e-15,2.21275067127204e-14,24.4770499737373
"LOC105378604",1.87871119093008,6.44640707973163,8.20607105994534,1.45859913825707e-15,2.23411381986658e-14,24.466903516416
"THY1",1.79031042470067,7.6899551262889,8.18437784580594,1.71474525273032e-15,2.61333536484228e-14,24.3079246873932
"CHST5",1.03761244224577,5.96728659760513,8.17439426359461,1.84709059850832e-15,2.80503090393228e-14,24.2348721768622
"PYCR3",1.04406351076157,6.22345944197436,8.17015822107444,1.90624683786909e-15,2.89075771360886e-14,24.2038973294861
"FEN1",1.27881805345062,8.54374742214873,8.16611540369261,1.96444778218046e-15,2.97690466396099e-14,24.1743472801693
"DPEP1",3.19125201740313,7.78663859577266,8.16200511629148,2.0254183178133e-15,3.06712354335342e-14,24.1443159876148
"ASAP1",1.24645454065733,6.67515915299316,8.15878842253408,2.0744335242198e-15,3.13690170644051e-14,24.1208220047687
"PRKDC",1.24370305631189,9.06629686646495,8.15194115183617,2.18270384507149e-15,3.2889868164769e-14,24.0708356475995
"SNRPB",1.17161271111689,9.9137589322547,8.13324431991768,2.50757859706669e-15,3.75469039127708e-14,23.9345153142251
"CEP55",1.63034080913391,7.4969286851265,8.13037874186293,2.56142054477883e-15,3.82726383078946e-14,23.9136441348993
"APMAP",1.00741487206769,9.30967683526324,8.1288675542511,2.590272588298e-15,3.86496888227398e-14,23.9026398943475
"XPO4",1.18101793047991,5.37367809032308,8.1252928110005,2.65980599643892e-15,3.96042332584742e-14,23.876615635918
"PGF",1.15686972841558,5.61798078373333,8.12337273547,2.6979113588008e-15,4.01157077268592e-14,23.8626411806289
"LTBP2",1.39369187021127,6.95861073406495,8.12240503471502,2.71731986688206e-15,4.03654733514383e-14,23.8555991780699
"AGT",2.15088770008452,7.24833960318119,8.10492167273146,3.09268343553027e-15,4.56363031539884e-14,23.7284870976969
"NAA25",1.12573985337717,6.6776048347812,8.10287022156295,3.1399526166596e-15,4.62699086621832e-14,23.7135864165303
"SKA3",1.18965186155803,7.00814032917949,8.09904189683177,3.23007932352104e-15,4.74997280837399e-14,23.6857874881298
"CST1",3.44616371413279,6.70111091218975,8.09085353277649,3.43151042001172e-15,5.031112769129e-14,23.6263638252701
"ATAD2",1.73686192629599,7.21691643775727,8.08927859902326,3.47165135807152e-15,5.07378759014461e-14,23.6149398945523
"MRTO4",1.01915639948187,7.69556305602906,8.07768692216097,3.7817000054836e-15,5.50808343675311e-14,23.5309131858556
"AMOTL2",1.15471227749842,7.36893822134529,8.07092132002986,3.97513276221369e-15,5.76232440503527e-14,23.4819145945877
"INTS13",1.01495833814153,8.69069210582221,8.06668018755526,4.10133550436215e-15,5.92917697711137e-14,23.4512157198159
"AZGP1",2.78384874656528,7.51000176698633,8.0648979914851,4.15554068067159e-15,5.99251101295606e-14,23.4383193770395
"ERCC6L",1.1672649234536,5.24191861668376,8.0596455414358,4.31943959181071e-15,6.22105779515599e-14,23.400324797696
"GRB10",1.41614573599135,7.20428130562222,8.05960576802887,4.32070471662446e-15,6.22105779515599e-14,23.4000371647928
"COL1A2",2.04190222429701,11.8335876859231,8.05899824791745,4.34007442256507e-15,6.24053635174616e-14,23.3956438483028
"RNF43",1.96195055218794,9.22631959210427,8.05352969932575,4.51833233463252e-15,6.49248197673793e-14,23.3561096434011
"SUV39H2",1.16768152280965,7.09611187709403,8.05155839624276,4.58434692858286e-15,6.58291268971975e-14,23.3418636096797
"SF3A2",1.00648514349414,6.79730990484445,8.05106975645226,4.60085707339158e-15,6.60218355185749e-14,23.3383327834235
"PSRC1",1.30760699077311,6.44620950478803,8.0467197374247,4.75044590805498e-15,6.8031352357514e-14,23.3069078554261
"ATR",1.0846745103688,6.1306161242718,8.04471764958669,4.82089716696549e-15,6.8947864636246e-14,23.2924491581246
"PFKM",1.08209593646188,8.60790910434017,8.03998882209596,4.99141961866405e-15,7.12912185775366e-14,23.2583098947174
"MTERF3",1.12328780466376,7.9490910063094,8.02982184872196,5.37845699353798e-15,7.65123106397644e-14,23.1849649226099
"CDKN3",1.57420054870087,8.07168906405299,8.02509083220805,5.56851357397483e-15,7.91632931038723e-14,23.1508605036392
"BRCA2",1.23048539449572,5.56139654849231,8.02287264397476,5.65989115780352e-15,8.04088393409494e-14,23.1348758209454
"EIF4EBP1",1.14371086054287,8.37106341115727,8.02113435772116,5.73253211175938e-15,8.13867200212377e-14,23.1223518759966
"ECM1",1.4724577135755,7.54801036434017,8.01797838895138,5.86677551080875e-15,8.31820785265099e-14,23.0996194173424
"MORC4",1.52254469334731,7.25216379771452,8.0073237168878,6.34331232439035e-15,8.96412397058522e-14,23.0229267178127
"PSMG1",1.41801826931273,9.13238759809573,8.00292679749078,6.55092271388321e-15,9.23917924934274e-14,22.9913013682376
"CHEK1",1.53747512352213,5.86964731767179,7.99908682902513,6.73771070767463e-15,9.48383825368141e-14,22.9636933466579
"PMEPA1",1.63576265613399,6.82830357621368,7.99456316716963,6.96450659087604e-15,9.77730698602158e-14,22.9311834444016
"LARGE2",1.22830893431624,6.63133561586838,7.97208613908192,8.20800959584903e-15,1.14333999083853e-13,22.769868153877
"TMEM9",1.01621657903496,7.85695762719317,7.94421415855092,1.005758982496e-14,1.38466831050207e-13,22.5703407222506
"TCFL5",1.63320196919761,7.41876728288718,7.92939016588274,1.12030447155828e-14,1.53445805408883e-13,22.4644490600359
"BOK",1.3904364314509,6.84373796166154,7.92207705146924,1.18146173502612e-14,1.61408522329304e-13,22.4122682220379
"WNT5A",1.85002466820243,7.32927912882223,7.918580664887,1.21185326174731e-14,1.65454751717283e-13,22.3873343614153
"NUP155",1.06851687148792,6.59739110351111,7.91830980666125,1.21423956482367e-14,1.65674692091873e-13,22.3854031540817
"FIRRM",1.24905437100418,5.53081764598461,7.91639258510365,1.23126362680368e-14,1.67569489897542e-13,22.3717349695992
"STK3",1.03303091576558,7.73673681089231,7.90501563979104,1.33723906871872e-14,1.81645182335111e-13,22.2906817537774
